,PUMA,YEAR,HHWT,GQ,PERWT,SEX,AGE,MARST,RACE,HISPAN,CITIZEN,SPEAKENG,HCOVANY,HCOVPRIV,HINSEMP,HINSCAID,HINSCARE,EDUC,EMPSTAT,EMPSTATD,LABFORCE,WRKLSTWK,ABSENT,LOOKING,AVAILBLE,WRKRECAL,WORKEDYR,INCTOT,INCWAGE,INCWELFR,INCINVST,INCEARN,POVERTY,DEPARTS,ARRIVES,sim_individual_id
318,17-3409,2012,244.0,1,332.0,1,21,6,1,0,0,3,2,2,1,1,1,7,1,10,2,2,4,3,5,3,3,3800,3800,0,0,3800,422,902,914,375049
319,17-3409,2012,46.0,1,63.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,3,3,3,2000,2000,0,0,2000,501,0,0,375113
320,17-3409,2012,69.0,1,95.0,1,21,6,1,0,0,4,2,2,2,1,1,7,2,20,2,1,4,2,4,1,3,5500,4900,0,0,4900,377,0,0,375270
321,17-3409,2012,87.0,1,130.0,1,21,6,1,0,0,3,2,2,2,1,1,8,3,30,1,1,1,1,4,3,3,5800,5800,0,0,5800,501,0,0,375292
322,17-3409,2012,198.0,1,268.0,1,21,2,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,15000,15000,0,0,15000,127,732,754,375297
323,17-3410,2012,148.0,1,145.0,1,21,6,1,0,0,3,2,2,1,1,1,6,1,10,2,2,4,3,5,3,3,25000,25000,0,0,25000,487,732,824,381807
324,17-3410,2012,169.0,1,143.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,10000,10000,0,0,10000,501,717,724,382302
325,17-3411,2012,71.0,1,160.0,1,21,6,1,0,0,3,2,2,1,1,1,8,1,10,2,2,4,3,5,3,3,16000,16000,0,0,16000,501,1205,1224,389087
326,17-3411,2012,73.0,1,167.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,3,4,3,5,3,3,8400,2400,0,0,2400,142,902,904,389394
327,17-3411,2012,122.0,1,275.0,1,21,6,1,0,0,3,2,2,1,2,1,6,2,20,2,1,1,2,4,3,2,0,0,0,0,0,1,0,0,389440
328,17-3411,2012,107.0,1,250.0,1,21,6,1,0,0,3,1,1,1,1,1,7,2,20,2,1,1,2,4,3,3,9800,9800,0,0,9800,204,0,0,389640
329,17-3412,2012,132.0,1,163.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,1,3,5,3,3,8000,8000,0,0,8000,311,602,614,396229
330,17-3413,2012,96.0,1,137.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,3000,3000,0,0,3000,254,637,654,399996
331,17-3413,2012,77.0,1,112.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,6500,6500,0,0,6500,309,602,609,400148
332,17-3414,2012,97.0,1,78.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,4,3,2,0,0,0,0,0,281,0,0,407152
333,17-3414,2012,202.0,1,236.0,1,21,6,1,0,0,3,1,1,1,1,1,7,1,10,2,2,4,3,5,3,3,4000,3000,0,0,4000,501,702,734,407336
334,17-3414,2012,60.0,1,70.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,3000,3000,0,0,3000,158,842,849,407430
335,17-3415,2012,139.0,1,124.0,1,21,6,1,0,2,4,2,2,2,1,1,7,2,20,2,1,1,2,4,3,3,31000,31000,0,0,31000,501,0,0,412818
336,17-3415,2012,46.0,1,40.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,1,1,5,3,3,5400,5400,0,0,5400,255,1535,1549,412863
337,17-3415,2012,140.0,1,124.0,1,21,6,1,0,2,4,2,2,2,1,1,6,1,10,2,2,1,1,5,1,3,20000,20000,0,0,20000,467,1455,1459,413337
338,17-3415,2012,44.0,1,43.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,12,2,1,3,3,5,3,3,2010,2000,0,10,2000,228,0,0,413437
339,17-3416,2012,124.0,1,108.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,4800,4800,0,0,4800,501,602,614,418854
340,17-3416,2012,62.0,1,63.0,1,21,6,1,0,0,3,1,1,1,1,1,7,1,10,2,2,4,3,5,3,3,1400,1400,0,0,1400,501,1505,1524,419190
341,17-3417,2012,195.0,1,229.0,1,21,6,1,0,0,3,2,2,1,1,1,6,2,20,2,1,1,2,4,3,2,0,0,0,0,0,501,0,0,426075
342,17-3417,2012,83.0,1,172.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,30000,30000,0,0,30000,501,947,959,426481
343,17-3418,2012,67.0,1,118.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,10000,10000,0,0,10000,501,632,639,431054
344,17-3419,2012,121.0,1,126.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,17000,17000,0,0,17000,501,0,0,435837
345,17-3419,2012,68.0,1,77.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,3,4,3,5,3,3,1200,1200,0,0,1200,501,1605,1609,435918
346,17-3420,2012,72.0,1,82.0,1,21,6,1,0,0,3,2,1,1,2,1,7,3,30,1,1,1,1,5,1,1,5000,0,0,0,0,501,0,0,440270
347,17-3420,2012,66.0,1,72.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,2000,2000,0,0,2000,501,1505,1509,440372
348,17-3420,2012,54.0,1,63.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,3,4,3,5,3,1,10000,0,0,0,0,418,0,0,440439
349,17-3420,2012,570.0,1,633.0,1,21,6,1,0,2,4,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,8500,8500,0,0,8500,333,405,444,440502
350,17-3420,2012,74.0,1,76.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,5000,5000,0,0,5000,453,632,654,440630
351,17-3420,2012,70.0,1,78.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,3,3,3,2000,2000,0,0,2000,441,0,0,441231
352,17-3420,2012,205.0,1,231.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,1,0,0,0,0,0,472,0,0,441334
353,17-3421,2012,66.0,1,157.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,1,5,3,3,9000,9000,0,0,9000,289,1005,1019,449100
354,17-3421,2012,558.0,1,558.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,2000,2000,0,0,2000,16,0,0,449134
355,17-3421,2012,88.0,4,88.0,1,21,6,1,0,0,3,2,2,1,1,1,7,1,10,2,3,4,3,5,3,3,1000,1000,0,0,1000,0,832,849,450047
356,17-3421,2012,88.0,1,268.0,1,21,6,1,0,0,3,2,2,1,1,1,10,3,30,1,1,1,1,5,3,1,2000,0,0,0,0,17,0,0,450225
357,17-3422,2012,82.0,1,89.0,1,21,6,1,0,0,3,2,2,2,2,1,6,3,30,1,3,4,3,5,3,2,0,0,0,0,0,501,0,0,458004
358,17-3422,2012,70.0,1,89.0,1,21,6,1,0,0,3,2,2,2,1,1,8,2,20,2,1,1,2,4,1,3,3500,3500,0,0,3500,501,0,0,458097
359,17-3422,2012,92.0,1,92.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,8300,8300,0,0,8300,410,652,704,458125
360,17-3422,2012,63.0,1,81.0,1,21,6,1,0,1,3,2,2,2,1,1,7,3,30,1,3,4,3,5,3,1,0,0,0,0,0,501,0,0,458255
361,17-3422,2012,70.0,1,89.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,7200,7200,0,0,7200,501,1605,1629,458385
362,17-3501,2012,95.0,1,96.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,17500,17500,0,0,17500,146,802,844,463700
363,17-3501,2012,104.0,1,148.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,1,6000,0,0,0,0,51,0,0,463726
364,17-3501,2012,122.0,1,121.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,2,3,3,3,4300,4300,0,0,4300,36,0,0,463736
365,17-3501,2012,122.0,1,174.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,1,0,0,0,0,0,1,0,0,463737
366,17-3501,2012,122.0,1,172.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,400,400,0,0,400,3,1605,1609,463738
367,17-3501,2012,51.0,1,51.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,2000,2000,0,0,2000,16,1405,1429,464074
368,17-3501,2012,51.0,1,74.0,1,21,6,1,0,0,3,2,2,1,1,1,8,1,10,2,2,4,3,5,3,3,4800,4800,0,0,4800,41,632,654,464075
369,17-3501,2012,49.0,1,52.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,20000,20000,0,0,20000,167,1445,1534,464395
370,17-3501,2012,83.0,4,83.0,1,21,6,1,0,0,3,2,2,1,1,1,7,1,10,2,3,4,3,5,3,3,1000,1000,0,0,1000,0,832,849,464680
371,17-3501,2012,288.0,1,407.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,390,390,0,0,390,3,702,729,464738
372,17-3502,2012,62.0,1,90.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,4,3,3,500,500,0,0,500,198,0,0,471046
373,17-3502,2012,62.0,1,88.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,3,3,3,1600,1600,0,0,1600,14,0,0,471047
374,17-3502,2012,84.0,1,119.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,15000,15000,0,0,15000,127,1205,1249,471282
375,17-3502,2012,109.0,1,118.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,5000,5000,0,0,5000,42,702,734,471355
376,17-3502,2012,55.0,1,72.0,1,21,6,1,0,0,3,2,2,1,1,1,6,1,10,2,2,4,3,5,3,3,2000,2000,0,0,2000,17,752,834,471664
377,17-3502,2012,60.0,1,60.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,3,3,1,0,0,0,0,0,1,0,0,471781
378,17-3502,2012,60.0,1,84.0,1,21,6,1,0,0,3,2,2,1,1,1,7,3,30,1,1,1,1,5,3,3,670,670,0,0,670,6,0,0,471782
379,17-3502,2012,155.0,1,228.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,8900,8900,0,0,8900,75,1005,1009,472163
380,17-3502,2012,65.0,1,86.0,1,21,6,1,0,2,3,1,1,1,1,1,7,1,10,2,2,1,3,5,3,3,9500,9500,0,0,9500,80,1425,1504,472207
381,17-3504,2012,110.0,1,102.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,5100,5000,0,100,5000,501,0,0,487793
382,17-3521,2012,168.0,1,184.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,20,2,1,1,2,4,3,1,0,0,0,0,0,198,0,0,501084
383,17-3522,2012,61.0,1,75.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,1,5,3,3,20000,20000,0,0,20000,501,702,744,507287
384,17-3522,2012,146.0,1,149.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,1000,1000,0,0,1000,8,0,0,507573
385,17-3523,2012,289.0,1,272.0,1,21,6,1,0,0,3,2,1,1,2,2,3,1,10,2,3,4,3,5,3,3,12500,5000,0,0,10000,106,502,519,514924
386,17-3524,2012,53.0,1,51.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,1,1,4,1,3,15000,15000,0,0,15000,127,702,734,522648
387,17-3525,2012,351.0,1,283.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,3,1,1,3,3,3,2500,2500,0,0,2500,501,1045,1054,532166
388,17-3525,2012,101.0,4,101.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,8000,8000,0,0,8000,0,1545,1559,532229
389,17-3525,2012,119.0,4,119.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,5000,5000,0,0,5000,0,0,0,532322
390,17-3525,2012,99.0,4,99.0,1,21,6,1,0,0,3,2,2,1,1,1,7,1,10,2,3,4,3,5,3,3,1000,1000,0,0,1000,0,832,849,532434
391,17-3525,2012,421.0,1,644.0,1,21,6,1,0,2,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,7000,7000,0,0,7000,501,0,0,532496
392,17-3525,2012,33.0,4,33.0,1,21,6,1,0,0,3,2,2,1,1,1,7,2,20,2,1,3,3,4,2,3,4500,4500,0,0,4500,0,0,0,532508
393,17-3526,2012,34.0,1,56.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,4500,4500,0,0,4500,501,552,644,536654
394,17-3526,2012,47.0,1,45.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,5000,5000,0,0,5000,348,1735,1804,537464
395,17-3527,2012,57.0,1,67.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,20,2,1,1,2,4,3,3,14530,14000,0,0,14000,458,0,0,544257
396,17-3529,2012,30.0,4,30.0,1,21,6,1,0,0,3,2,2,1,1,1,6,3,30,1,1,1,1,5,3,3,2000,2000,0,0,2000,0,0,0,555585
397,17-3529,2012,103.0,4,103.0,1,21,6,1,0,0,3,2,2,1,1,1,7,1,10,2,3,4,3,5,3,3,1000,1000,0,0,1000,0,832,849,555709
398,17-3529,2012,57.0,1,57.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,3,3,3,5000,5000,0,0,5000,42,0,0,555968
399,17-3529,2012,37.0,4,37.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,3500,3500,0,0,3500,0,0,0,556169
400,17-3530,2012,51.0,1,82.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,13000,13000,0,0,13000,501,617,624,564348
401,17-3601,2012,173.0,1,127.0,1,21,6,1,0,0,3,2,2,1,1,1,7,1,10,2,2,4,3,5,3,3,1500,1500,0,0,1500,336,902,919,580631
402,17-3601,2012,121.0,1,85.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,22500,22500,0,0,22500,501,1605,1614,580977
403,17-3601,2012,111.0,1,95.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,30000,30000,0,0,30000,318,0,0,581042
404,17-3601,2012,204.0,1,165.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,5,3,3,3000,3000,0,0,3000,171,0,0,581065
405,17-3601,2012,229.0,1,152.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,1,1,1,5,3,3,7600,4800,0,0,4800,352,0,0,581078
406,17-3602,2012,90.0,1,66.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,10300,10200,0,100,10200,501,732,744,586157
407,17-3602,2012,19.0,1,16.0,1,21,6,1,0,0,3,2,2,1,1,1,7,1,10,2,2,4,3,5,3,3,19200,19200,0,0,19200,275,602,619,586173
408,17-3602,2012,85.0,1,75.0,1,21,6,1,0,0,3,2,2,2,1,1,8,3,30,1,1,1,1,5,3,1,10000,0,0,0,0,501,0,0,586324
409,17-3602,2012,224.0,1,203.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,70000,70000,0,0,70000,501,602,614,586617
410,17-3602,2012,88.0,1,57.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,6060,6000,0,60,6000,384,832,839,586670
411,17-3602,2012,100.0,1,68.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,10000,10000,0,0,10000,501,702,714,586902
412,17-3602,2012,66.0,1,77.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,3,4,3,5,3,3,12500,5000,0,0,10000,106,702,719,587039
413,17-3602,2012,135.0,1,102.0,1,21,6,1,0,0,3,2,2,2,1,1,10,1,10,2,2,4,3,5,3,3,14500,14500,0,0,14500,408,602,704,587165
414,17-3700,2012,8.0,1,44.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,8300,8300,0,0,8300,297,802,824,595265
415,17-3700,2012,22.0,3,22.0,1,21,6,1,0,0,3,1,1,1,1,1,7,3,30,1,3,4,3,5,3,3,5600,4000,0,0,4000,0,0,0,595479
416,17-401,2012,36.0,1,37.0,1,21,6,1,0,0,3,2,1,1,2,1,6,1,10,2,2,4,3,5,3,3,23900,23900,0,0,23900,151,632,634,601322
417,17-401,2012,22.0,1,14.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,1,1,5,3,3,15000,15000,0,0,15000,241,1705,1734,601556
418,17-401,2012,54.0,1,57.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,40000,40000,0,0,40000,428,602,609,601567
419,17-401,2012,37.0,1,61.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,5,1,2,0,0,0,0,0,198,0,0,601576
420,17-401,2012,50.0,1,60.0,1,21,6,1,0,0,3,2,2,2,2,1,6,1,10,2,3,4,3,5,3,3,21500,17500,0,0,17500,164,702,709,601886
421,17-401,2012,10.0,4,10.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,4500,4500,0,0,4500,0,1145,1154,601943
422,17-401,2012,122.0,1,127.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,1,1,1,5,3,3,1200,1200,0,0,1200,10,0,0,602072
423,17-401,2012,56.0,1,56.0,1,21,6,1,0,0,3,1,1,1,1,1,5,1,10,2,2,4,3,5,3,3,12000,12000,0,0,12000,100,1435,1444,602375
424,17-401,2012,9.0,4,9.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,3500,3500,0,0,3500,0,0,0,602516
425,17-501,2012,48.0,1,58.0,1,21,6,1,0,0,3,2,2,2,1,1,7,2,20,2,1,1,2,4,3,3,15000,15000,0,0,15000,376,0,0,612683
426,17-501,2012,56.0,1,47.0,1,21,6,1,0,0,3,2,2,2,1,1,8,3,30,1,1,1,1,5,3,2,0,0,0,0,0,501,0,0,612751
427,17-501,2012,32.0,1,31.0,1,21,6,1,0,0,3,2,2,1,1,1,6,1,10,2,2,4,3,5,3,3,10000,10000,0,0,10000,84,702,714,612798
428,17-501,2012,63.0,1,36.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,25000,25000,0,0,25000,388,802,859,612905
429,17-501,2012,22.0,1,20.0,1,21,6,1,0,1,3,2,2,2,1,1,6,3,30,1,1,1,1,3,1,1,0,0,0,0,0,151,0,0,613036
430,17-501,2012,77.0,1,1.0,1,21,6,1,0,0,3,2,2,2,1,1,10,2,20,2,1,1,2,4,3,3,7000,7000,0,0,7000,376,0,0,613244
431,17-501,2012,153.0,1,150.0,1,21,6,1,0,0,3,2,2,1,1,1,8,3,30,1,1,1,1,5,3,2,0,0,0,0,0,501,0,0,613310
432,17-501,2012,52.0,1,51.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,1,1,1,5,3,1,0,0,0,0,0,501,0,0,613597
433,17-501,2012,55.0,3,55.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,3,4,3,5,3,3,20000,20000,0,0,20000,0,0,0,613672
434,17-501,2012,50.0,3,50.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,3,4,3,5,3,3,20000,20000,0,0,20000,0,0,0,613771
435,17-501,2012,53.0,1,65.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,30000,30000,0,0,30000,501,517,519,613791
436,17-501,2012,50.0,3,50.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,3,4,3,5,3,3,1400,1400,0,0,1400,0,0,0,613796
437,17-501,2012,42.0,1,40.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,1,2,0,0,0,0,0,166,0,0,613834
438,17-501,2012,310.0,1,74.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,16000,16000,0,0,16000,134,2235,2304,613858
439,17-600,2012,50.0,1,72.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,15000,15000,0,0,15000,182,532,634,625209
440,17-600,2012,51.0,4,51.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,3,4,3,5,3,3,1100,1100,0,0,1100,0,0,0,625268
441,17-600,2012,16.0,1,32.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,1,1,4,3,3,17000,17000,0,0,17000,282,2105,2144,625323
442,17-600,2012,391.0,1,391.0,1,21,6,1,0,0,3,2,2,2,1,1,4,1,10,2,2,4,3,5,3,3,19000,19000,0,0,19000,121,2215,2234,625367
443,17-600,2012,391.0,1,643.0,1,21,6,1,0,0,3,1,1,1,1,1,4,2,20,2,1,4,2,4,1,3,19200,19000,0,0,19000,162,0,0,625368
444,17-600,2012,42.0,1,54.0,1,21,6,1,0,0,3,2,2,2,1,1,8,3,30,1,1,1,2,3,1,2,0,0,0,0,0,362,0,0,625686
445,17-600,2012,47.0,1,63.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,3,5,3,3,8100,8100,0,0,8100,501,657,704,625966
446,17-700,2012,18.0,1,2.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,3,1200,1200,0,0,1200,10,0,0,632511
447,17-700,2012,104.0,1,78.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,12000,12000,0,0,12000,287,832,859,632704
448,17-700,2012,45.0,1,2.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,3,4,3,5,3,3,12000,12000,0,0,12000,402,335,339,632744
449,17-700,2012,29.0,1,27.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,4000,4000,0,0,4000,482,1635,1649,632758
450,17-700,2012,62.0,1,111.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,3,4,3,5,3,3,5000,5000,0,0,5000,501,1105,1119,632963
451,17-700,2012,41.0,1,2.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,1,1,4,3,3,1000,1000,0,0,1000,256,415,424,633230
452,17-700,2012,14.0,1,1.0,1,21,6,1,0,0,3,1,1,1,1,1,0,1,10,2,2,4,3,5,3,3,5100,5100,0,0,5100,374,617,629,633266
453,17-700,2012,23.0,1,40.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,1,1,2,3,3,3,2000,2000,0,0,2000,68,0,0,633279
454,17-800,2012,63.0,1,167.0,1,21,6,1,0,0,3,1,1,1,1,1,7,2,20,2,1,1,2,4,1,2,0,0,0,0,0,138,0,0,641272
455,17-800,2012,89.0,1,192.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,9000,9000,0,0,9000,501,702,719,641503
456,17-800,2012,40.0,1,97.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,6000,6000,0,0,6000,359,1435,1444,641847
457,17-800,2012,22.0,1,31.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,4,2,4,3,2,0,0,0,0,0,93,0,0,641853
458,17-800,2012,19.0,1,24.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,16000,16000,0,0,16000,494,0,0,642396
459,17-800,2012,110.0,1,110.0,1,21,6,1,0,0,3,1,1,1,1,1,7,1,10,2,2,4,3,5,3,3,25000,25000,0,0,25000,209,1535,1544,642761
460,17-900,2012,31.0,1,38.0,1,21,2,1,0,0,3,2,1,1,2,1,6,1,10,2,2,4,2,4,3,3,600,600,0,0,600,5,517,534,652895
461,17-900,2012,33.0,1,28.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,12,2,2,3,3,5,3,3,22800,22800,0,0,22800,220,0,0,652949
462,17-900,2012,102.0,1,239.0,1,21,6,1,0,0,3,2,2,2,1,1,8,3,30,1,1,1,1,5,1,2,0,0,0,0,0,1,0,0,653061
463,17-900,2012,69.0,1,68.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,3000,3000,0,0,3000,25,802,814,653270
464,17-900,2012,79.0,1,102.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,2000,2000,0,0,2000,181,455,459,653384
465,17-900,2012,70.0,1,62.0,1,21,1,1,0,0,3,2,2,2,1,1,8,1,10,2,2,1,1,5,3,3,58000,58000,0,0,58000,501,1335,1419,653832
466,17-900,2012,80.0,1,112.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,1500,1500,0,0,1500,122,1535,1549,654124
467,17-900,2012,49.0,1,50.0,1,21,6,1,0,0,3,2,2,2,1,1,8,3,30,1,1,1,1,5,3,1,0,0,0,0,0,1,0,0,654322
468,39-100,2012,28.0,1,35.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,3,5,3,3,24000,24000,0,0,24000,203,2235,2304,665206
469,39-100,2012,71.0,1,83.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,3500,3500,0,0,3500,146,1305,1319,665507
470,39-100,2012,108.0,1,108.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,1,0,0,0,0,0,1,0,0,665588
471,39-100,2012,13.0,1,22.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,8000,8000,0,0,8000,200,2235,2249,665780
472,39-100,2012,70.0,1,113.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,7050,7000,0,50,7000,501,652,754,665906
473,39-100,2012,48.0,1,62.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,3,9100,9100,0,0,9100,435,0,0,665926
474,39-100,2012,118.0,1,105.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,3,2,5,3,3,3600,0,0,0,3600,388,902,934,666178
475,39-100,2012,100.0,1,100.0,1,21,1,1,0,0,3,2,1,1,2,1,6,2,20,2,1,1,2,4,3,3,27900,27000,900,0,27000,181,0,0,666197
476,39-100,2012,22.0,1,41.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,4800,4800,0,0,4800,363,1635,1639,666221
477,39-100,2012,80.0,1,88.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,20000,20000,0,0,20000,357,602,629,666365
478,39-1000,2012,313.0,1,217.0,1,21,6,1,0,3,4,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,2500,2500,0,0,2500,317,0,0,674365
